,name,att_wins,att_draws,att_losses,def_wins,def_draws,def_losses
772,silvally,0,664,137,41,707,53
351,kecleon,0,664,137,41,707,53
350,castform,0,664,137,41,707,53
334,zangoose,0,664,137,41,707,53
445,munchlax,0,664,137,41,707,53
771,type: null,0,664,137,41,707,53
286,slakoth,0,664,137,41,707,53
426,buneary,0,664,137,41,707,53
774,komala,0,664,137,41,707,53
423,ambipom,0,664,137,41,707,53
287,vigoroth,0,664,137,41,707,53
288,slaking,0,664,137,41,707,53
292,whismur,0,664,137,41,707,53
293,loudred,0,664,137,41,707,53
294,exploud,0,664,137,41,707,53
299,skitty,0,664,137,41,707,53
300,delcatty,0,664,137,41,707,53
262,zigzagoon,0,664,137,41,707,53
398,bidoof,0,664,137,41,707,53
263,linoone,0,664,137,41,707,53
675,furfrou,0,664,137,41,707,53
462,lickilicky,0,664,137,41,707,53
473,porygon-z,0,664,137,41,707,53
733,yungoos,0,664,137,41,707,53
189,aipom,0,664,137,41,707,53
572,cinccino,0,664,137,41,707,53
161,furret,0,664,137,41,707,53
160,sentret,0,664,137,41,707,53
142,snorlax,0,664,137,41,707,53
136,porygon,0,664,137,41,707,53
625,bouffalant,0,664,137,41,707,53
132,eevee,0,664,137,41,707,53
131,ditto,0,664,137,41,707,53
127,tauros,0,664,137,41,707,53
114,kangaskhan,0,664,137,41,707,53
112,chansey,0,664,137,41,707,53
658,bunnelby,0,664,137,41,707,53
107,lickitung,0,664,137,41,707,53
734,gumshoos,0,664,137,41,707,53
205,dunsparce,0,664,137,41,707,53
530,audino,0,664,137,41,707,53
215,teddiursa,0,664,137,41,707,53
485,regigigas,0,664,137,41,707,53
241,blissey,0,664,137,41,707,53
492,arceus,0,664,137,41,707,53
240,miltank,0,664,137,41,707,53
234,smeargle,0,664,137,41,707,53
233,stantler,0,664,137,41,707,53
232,porygon2,0,664,137,41,707,53
503,patrat,0,664,137,41,707,53
504,watchog,0,664,137,41,707,53
505,lillipup,0,664,137,41,707,53
506,herdier,0,664,137,41,707,53
507,stoutland,0,664,137,41,707,53
216,ursaring,0,664,137,41,707,53
571,minccino,0,664,137,41,707,53
301,sableye,114,455,232,298,466,37
441,spiritomb,114,455,232,298,466,37
